userName,score,at,content
Novita sari,5,2020-03-06 13:43:40,Sy sudah konsultasi dan free terus ada resep obatnya lagi..sy juga org kesehatan jadi ngerti dan menurut aku ini aplikasi terbaik..biasa di coba buat membantu memberikan penanganan awal ketika belum sempat ke rs untuk periksa👍👍👍👍👍
Zul25 Af,5,2020-03-06 12:42:38,"Mantap sekali mau pesen obat kurang dari 1jam sampai,mantul dah"
Mas Doblehh Kreahk,3,2020-03-06 12:34:50,Doter dapat berkomunikasi dengan bahasa yang mudah untuk dipahami
Catur Novitasari,5,2020-03-06 11:43:48,Sangat membantu sekali. Tidak perlu repot lagi bila mau tahu jenis penyakitnya. Semua diterangkan secara detail. Dan dibantu sampai benar2 mengerti dan paham. Terimakasih Halodoc
Hidayatul Fadila,4,2020-03-06 11:11:59,"Saya baru pertama coba, dan alhamdulillah merasa sangat terbantu dalam konsultasi penyakit. Nantik setelah beberapa kali coba, mungkin akan saya berikan bintang 5"
Nova Triyas Admadianti,5,2020-03-06 11:07:47,"Pertama chatting dengan dokter umum namanya dr. Nesya Semi Arum.. mudah dipahami, enjoy, baik sekali, terimakasih dokter.. terimakasih halodoc.. ❤"
Nuri Rasya,3,2020-03-06 10:34:22,Baru download gak bsa di gunain gak bisa di gunain sama sekali...tolong pejelasan nya
Sunarti Narti,2,2020-03-06 10:01:37,"kenapa di samsung j2 prime,tidak bisa di operasikan ini aplikasi"
satria pejuang,2,2020-03-06 10:01:24,Di RS mitra keluarga tegal sayang hanya bisa kirim pakai GOjEk. Sampai antrian obat lama terkirim . Harusnya bisa sekalian Pakai GRAB. Biasanya GRAB jg mau cepat krn driver jarang pilih2 jarak jauh maupun dekat.
Camelia Puspita Sari,4,2020-03-06 08:54:14,Allhamdulilah Uang sudah di refund penanganan cepat jika lngsung menghubungi call center. Semoga tidak terjadi seperti ini lg. Tp saya kapok dan gamau pakai lg aplikasi ini 😊
El Say,5,2020-03-06 08:33:50,Ketika kita mengalami sakit pada malam hari halodoc bisa membantu sekali makasih untuk aplikasi halodoc sangat membantu
AlbadA channel,5,2020-03-06 06:34:26,Pelayanannya bagus dokternya ramah dan mudah dimengerti
Rifqi Akhmad Zakaria,5,2020-03-06 05:58:00,Membantu banget.saran saya metode pembayaran di tambahkan indomaret/Alfamaret
nita wulandari,5,2020-03-06 03:42:25,"Aplikasi yang amat sangat membantu Dokternya sangat ramah,menjawab tiap pertanyaan dengan sangat memuaskan Terimakasih halodoc"
Bian Retaks,4,2020-03-06 03:03:39,"Rekomen banget buat yg lagi sibuk ketempat dokter spesialis, hemat waktu dan tempat. Aplikasi ini sangat membantu sekali."
Emak Donal,5,2020-03-06 02:13:42,"Berkat aplikasi ini,klo mau konsultasi jadi mudah dan lancar.."
Feri Septian,5,2020-03-06 01:55:10,"Pelayanan nya sangat baik,, terimakasih Halodoc"
Adinda Nazila,5,2020-03-06 01:15:45,Ada disaat butuh...very helpfully klo lg ga bs kemana2 krn sakit
Lutfi Brambang,3,2020-03-05 11:41:57,"Alangkah baiknya kalau pesen barang bisa bayar di rumah, biar lebih praktis. Kasihan yg gak tau cara isi saldonya gopay, apalagi yg gak punya ATM kayak saya. Tadi saya mau pesen obat tapi gak jadi karena gak punya saldo gopay ☹️ padahal butuh banget obatnya. Terima kasih"
Mei Kyungsoo,5,2020-03-05 11:01:40,aplikasi ini sangat membantu karena bisa hemat waktu tidak perlu keluar rumah untuk konsultasi dengan dokter Terimakasih telah menghadirkan aplikasi ini saya sangat puas ☺️☺️
deni januari,5,2020-03-05 10:59:52,"Dokternya banyaakk.. kita bisa pilih sesuai selera, dan seringnya dpt dokter yg baik bgttt.. nanyak banyak hal dlu mendalami semua keluhan pasien br memberi rekomendasi obat, ga ujug2 abia curhat lgsg ksh resep.. gudjob halodoc"
Agung Gumilar,5,2020-03-05 10:55:54,Respon nya baik dan cepat Terimakasih Halodoc..
Yusuf Saepul,5,2020-03-05 10:36:05,"Sangat membantu, dan doktwrnya ramah 👍👍"
Baby Irene Grace,5,2020-03-05 10:18:08,Sangat membantu dan mudah untuk digunakan.
Ayue Rahmawati,5,2020-03-05 09:02:30,Sangat membantu sekali . Terimkasiih bnyak halodoc.. 😇
Coin Recehan,5,2020-03-05 09:01:59,Helpful banget dan dokternya baik dan responya cepat.
Rahmidawati,5,2020-03-05 08:05:26,Saya sangat puas.... Pertama kali saya menggunakan app ini membuat saya jd mudah untuk berkonsultasi dngn dokter2 terutama tanpa harus keluar rumah... Apalagi dokter2 nya pada ramah2 semua..terima kasih...
Chotimah Sukron,5,2020-03-05 07:28:29,aplikasi memang berbayar tetapi serasa punya dokter pribadi
Wawan Sopiana,5,2020-03-05 04:58:58,Sangat membantu untuk dapat referensi dr dokter lain
Arif Silewkew,5,2020-03-05 04:06:13,"Sangat membantu banget dokter nya ramah"" maksih aplikasi nya sangat membantu"
Okta Vyanti,4,2020-03-05 03:41:43,Respon cepat dan sangat membantu disaat urgent .
Imas Masniah,5,2020-03-05 03:34:27,"Terimakasih, sangat membantu.. Tidak perlu pergi ke faskes sudah bisa konsultasi dengan dokter"
Mundini Atika,1,2020-03-05 03:07:56,Tadi ada pihak yang menghubungi atas nama aplikasi haldoc menawarkan sesuatu pelayanan grtis tapi meminta nomer ktp dan nomer rekening saya ragu jadi tidak saya lanjuti apakah benar yang telpon tadi dari pihak aplikasi ini
tina devia,5,2020-03-05 02:08:43,Sangat memuaskan dokternya baik dan memberikan solusi💞
Andin Melani,5,2020-03-05 01:13:54,"Selama saya menggunakan aplikasi halodoc untuk konsultasi ke berbagai dokter dan berbagai keluhan, untung ada halodoc yg siap membantu kapan saja dan dimana saja. Makasih halodoc 😊😊😊"
Yanna Herawati,5,2020-03-05 00:37:16,Terima kasih halodoc dgn aplikasi ini sangat membatu jika lg ada masalah penyakit yg kita alami belum sembuh
Rifai Akris Budiarto,5,2020-03-04 23:14:12,"Terbantu, dan kerenn, udahh zamann milineal, semua berbasis digital mantapp, dokternyaa menjawab dengan bahasa yg ramahh,"
Muhana Rafika,5,2020-03-04 23:04:04,Sangat membantu ketika memerlukan konsultasi dokter sesegera mungkin. Terimakasih halodoc..
Maistra yee,5,2020-03-04 16:44:54,"Membantu sekali, tp kalo bisa setiap dokter specialis di kasih yang free"
Ahmad Mawaty,2,2020-03-04 16:25:14,Cukup membantu denganpertanyaan yang sopan dan jawaban cepat
Annisa Azkha,5,2020-03-04 16:21:58,Terima kasih aplikasi terbaik ditangani dokter yg ramah baik keluhan kesehatan kita teratasi
Rina Kurniasih,5,2020-03-04 16:11:59,"Sangat membatu, malam ini anak saya demam dan persediaan obat habis. Lgsung download aplikasi ini. mksh halodoc 🙏"
aku dimana?,5,2020-03-04 15:40:42,"Terima kasih, saya sangat puas dengan aplikasi ini, aplikasi ini sangat membantu dan saya tidak repot repot lagi pergi keluar rumah untuk ke rumah sakit tinggal tanya ke aplikasi halodoc dan saran obatnya lalu pesan. Dan untuk dokter nya juga baik:)"
Rehana R,5,2020-03-04 15:24:09,Pokok ny top markotop dah sangat sangt membantu...aplikasi ky gni yg harus di pertahan kan
"Siti Nur Holidah Sorgawati, M.Pd.I",5,2020-03-04 15:11:20,Informasi yang diberikan sangat membantu dan fast respon
Eka apriani Sapitri,5,2020-03-04 14:31:05,Saya baru pertama kali pesan obat via halodoc. Cm saran aja ya. Lokasinya mohon untuk yg terdekat. Saya d perum tangerang dpt driver d ciputat. Alhamdulillah diantar cm ya kasiam driver jauh bgt. Semoga lebih baik aja ke depanya. Terima kasih
Pipit nur hasim,1,2020-03-04 14:06:29,Sayangnya aplikasi ini cuma bisa digunakan untuk sekitar jabodetabek gak bisa digunain diluar jabodetabek 😢 padahal aku juga mauk pakek aplikasi ini tapi sama sekali gak bisa 😭 aku tinggal di daerah lampung.
Rajawali Star,2,2020-03-04 13:56:50,Baru download coba beli obat harga 330 karna lupa isi dompet atau kartu kredit pesanan di batalakan dan di suruh pesan balik ..baru mau pesan balik harga sudah berubah jadi 440
yoko yonata,3,2020-03-04 13:25:38,Ada opsi 'chat with us' tapi ga di balas-balas. Di telp nyuruh via 'chat with us' tapi ga di bales. Katanya fast respon. Hfffttt kecewa. Padahal ni aplikasi keren
Try Hardianto,5,2020-03-04 13:03:24,Sip lah..bisa membantu banget..bagi orang2 yg sibuk rutinitas
Musram Lp,5,2020-03-04 12:01:21,Kayaknya halodoc sangat bagus dan bisa membantu masyarakat
Aris Hidayatullah,5,2020-03-04 11:21:32,"Sangat membantu. Konsultasi jadi lebih mudah, beli obat jadi lebih efesien."
Yuni Hijriati,5,2020-03-04 09:14:09,"Aplikasi yang sangat membantu, dokternya ramah dan memberikan penjelasan yang mudah di pahami. Terimakasi halodoc🖤🖤🖤"
Risma Rahmawati,5,2020-03-04 08:41:00,Pertama kali coba dan sangat efisien.. terima kasih halo doc
Nurasri Purdiningsih,5,2020-03-04 08:06:55,"Sangat bagus karena bisa chat langsung dan di jawab langsung oleh dokternya seperti sedang chat dengan teman, jadi saya bisa mengetahui apa yang terjadi pada diri saya. Terima kasih halodoc"
Kayyis Syamilah,5,2020-03-04 08:02:20,"Mantap, sangat memudahkan untuk pembelian obat. Tinggal pesan ga lama di antar."
Seodeli Tappang,5,2020-03-04 07:46:05,Sangat terbantu sekali. Konek dgn asuransi lagi. Keren. Tq
Farida Darel,5,2020-03-04 07:43:23,Saya sangat terbantu dengan aplikasi ini...terimaksih sudah menyapa dengan begitu ramah bagi para dokter semoga semuanya sehat selalu..
Maharani Sukmas12,5,2020-03-04 07:12:42,Tarima kasih sebanyak banyaknya dengan aplikasi ini aku bisa sehat kembali makanya aku kasih bintang 5
Andi Mirna,5,2020-03-04 06:39:17,Respon cepat dan dokternya juga ramah tingkatkan terus
Septa Erika,5,2020-03-04 05:43:49,"Holdoc ini sangatlah bagus dan bermanfaat bagi saya dimana semua yang kita keluhkan akan langsung dijawab dengan cepat,aku sangat puas dengan menggunakan aplikasi ini"
Ardi Nasrul,5,2020-03-04 03:54:38,"Pertama kali pake halodoc, pesan resep racikan. CS nya sangat fast respon dan ramah, pemesanan nya pun cepat. Order jam 8, jam 11 sudah sampai rumah. Ngga perlu nunggu seharian. Pokonya rekomended. Terima kasih halodoc, semoga penyakit saya cepet sembuh."
Nor Ho,4,2020-03-04 01:18:07,Baik respon dr tidak lambat.. Sya puas ada apl ini terimakasih
Muhamad Irfan,5,2020-03-04 00:00:56,Terimakasih. Aplikasi ini sangat membantu dan tanggapan dokter pun baik dan cepat
Ririn Sapari,5,2020-03-03 20:09:19,Sangat membantu disaat anak tiba-tiba sakit di malam hari..
Fajar Hermawan,5,2020-03-03 19:13:40,Pelayanan sangat ramah
Yuliani Alfian Tannia,5,2020-03-03 16:51:00,"Cepat, aplikasi mudah, harga juga sama, ga perlu repot repot keluar sendiri"
Suprapto Tosh,3,2020-03-03 15:42:59,Masukan Foto ktp keliru utk Ubah masih tetap tdk berubah
Aisyah Khudzaifah,5,2020-03-03 15:24:37,trimaksih dg adanya aplikasi ini sangat membantu. prosesnya cepat gak ribet. dokternya jg cepat tanggap. semoga resep yg diberikan dokter cocok di saya dan yg lainnya aamiin ❤
Hidayat S1902,5,2020-03-03 11:52:04,Aplikasi sangat bagus dan dokter nya cpat membalas nya
Diah Permanawati,4,2020-03-03 10:24:58,untuk percobaan awal lumayan puas....makasih dokter...
Pengguna Google,5,2020-03-03 09:21:14,sangat sangat membantu. penjelasan sangat detail. Semoga kedepan semakin lebih baik
Resty Ks,5,2020-03-03 09:19:30,Sangat membantu sekali. Semoga dipertahankan ya kalau bisa ditingkatkan pelayanan nya. Tarifnya jangan naik kalau bisa hhe
mase_Rhessy 25,1,2020-03-03 08:39:53,Sangat bagus dan membantu dan dokternya pun cepat respon chat saya
Vena Selviana,5,2020-03-03 07:31:43,Pelayanannya ramah dan baguus
Aisha Echa Zuesty,2,2020-03-03 07:28:23,"Chat sama dokter, dokternya sih fast response dan menjawab dengan lengkap. Tapi aplikasinya yg gaje, karena jawaban dokternya ga keliatan di fitur chat. Jadi aku bacanya dari notif hp. Trus balasan chat dari dokternya sempet delay lama banget. Jadi yaudah, kacau. Trus pas chat udah berakhir, waktunya udh habis, baru keliatan tuh balasan dari dokternya. Harusnya 30 menit berbayar bisa maksimal utk Konsul, tapi ini jadi kelamaan nunggu balasan dokternya di aplikasi."
Siti Ginayah,5,2020-03-03 06:58:07,Alhamdulillah baru pake aplikasi ini tp puas bgt ..mklum sya seorg ibu pkerja jd enak aja ga prlu k rs sya lngsung online bsa lngsung tnya k dkter.simple hemat wktu .pkoknya TOP bgt halodoc ini rekomendasi buat emak2 yg ga ontime d rumah😍🥰
Fatih Rafi,5,2020-03-03 05:07:32,"Bagus banget aplikasinya,mohon lebih ditingkatkan lagi pelayanannaya"
aji sukmaa,5,2020-03-03 04:54:41,"Sangat membantu, saat saat belum bisa kerumah sakit"
Lia Amartini,5,2020-03-03 04:46:11,"Sangat membantu sekali, konsultasi dengan dokter pun mudah dan selalu baik responnya. Untuk obatpun gampang dicarinya tinggal tunggu di rumah obat sudah sampai. Terima kasih halodoc"
SARI _MAKEUP,5,2020-03-03 03:43:17,"Sangaaaaat membantu, dan dokter nya respon sangat cepat. Thankyou halodoc"
Nani Andriani,5,2020-03-03 03:12:45,"Terima kasih halodoc.dokternya ramah,mudah dipahami penjelasannya."
Wiwid Baderan,5,2020-03-03 02:59:13,"Sukaaa banget sma aplikasi ini, ngak prlu jauh2 ke tmpat untuk bisa konsul"
Ahong Paulus86,5,2020-03-03 01:57:02,"Aplikasi yang bagus, dokter2nya pengalaman dan memberikan informasi yang baik"
Sofi Nurhani,5,2020-03-02 16:03:25,Sangat membantu sekali di kala kesulitan mencari toko obat di malam hari
teddy sujana,1,2020-03-02 15:44:36,1.Pak saya bingung anak saya blablabla Dijawab: kalo bingung bawa ke faskes terdekat saja pak. 2. Anak saya usia 2 tahun udah 5 jam gak pipis. Dijawabnya: bawa ke kamar mandi suruh pipis bilang jangan ditahan tahan.. Ngapain gw bayar Konsul kalo jawabannya kaya gitu..
maya puspita Sari,5,2020-03-02 15:30:50,"Thanks halodoc,walaupun ada yang berbayar tetapi sangat memuaskan"
Dwie Pasmada,1,2020-03-02 15:25:26,Sngat kecewa .tiap mau bli obat prsdiaan tdk ada tidak ada trus.. Bgaimana mw bsa mmbantu mw bli obat yank diprlukan aja sllu tdk adA ....masa skit gigi blinya skit perut krna nda dha trus prsdiaannya.. Perbaiki lgi tlong
SBY - Mohammad Febri Krisna Setiawan,5,2020-03-02 14:48:21,"Sangat membantu sekali,. Tapi harga obat agak sedikit high price,. Mungkin bisa di kasi solusi untuk obat generik/paten yang lebih terjangkau"
rizkya majesky,5,2020-03-02 14:13:52,Sangat membantu buat anak kosan yang sedang merantau
Giri Singgih Hartarto,5,2020-03-02 12:02:07,"Sangat mudah, murah dan praktis"
adellia maharani,1,2020-03-02 10:00:44,"saya menyesal mendownload apk ini,aku udah masukin nomor aku padahal bener tpi kode nya ga masuk masuk udh aku coba berkali kali,"
Melinaa ysz,5,2020-03-02 09:01:20,"Kali pertama konsultasi dengan dokter langsung, pelayanannya cukup baik dan ramah sekali.. Hanya saja sesi waktunya cuma sebentar"
Novi Aryani,5,2020-03-02 08:49:03,"Dengan ada nya aplikasi ini saya gk ribet lg kerumah sakit lagi untuk konsultasi, mksh halodoc"
Khintan Slamtari,5,2020-03-02 08:42:48,"Makasih banget. Dengan adanya aplikasi ini bener2 membantu saya dalam menangani masalah yang sedang ada pada tubuh saya. Layanan sangatlah cepat. Terimakasih untuk dokter yang telah membantu saya. Terus tingkatkan untuk layanan dan aplikasinya. Jika masih ada yg kurang, namun saya masih baru pertama kali ini menggunakan halodoc jadi masih belum menemukan kekurangan apa saja yang ada."
sarah _daulay,5,2020-03-02 08:26:49,"Pelayanan nya sangat baik dan memuaskan, saya sangat suka sekali"
Anna_ 23,5,2020-03-02 06:31:39,Sukaa... dokternya ramah😊 Konsultasi makin mudah. Tanpa repot harus pergi ke RS. No Antrian..😙
Redy Nirtiana Mojafar,5,2020-03-02 05:25:31,"Sangat bermanfaat bisa memberi peluang mengabdi untuk dokter, tanpa harus kehilangan pemasukan utama."
Zaqy Yamini,5,2020-03-02 04:52:02,"Kereeen, hanya saja pesan terkirim nya agak lama"
ratna sukesi,4,2020-03-02 03:35:17,Maaf ya blm bisa instal aplikasi ini karna kuota hp gk memadai 😢
Adila Wulandani,5,2020-03-02 03:18:10,"Suka banget tanggapan dokter sangat cepat,,,"
AMI Daffa,5,2020-03-01 21:56:21,"Baru pertama coba chat dokter langsung dpt respon dan penjelasan yg detail, di balasnya juga cepet. Terima kasih"
Wanti Prabawati Kunti,5,2020-03-01 11:49:52,pengalaman sy dg Halodoc sangat puas krn dokternya begitu memjawab dengan sangat telaten terimakasih dokter
Khansa 2D,5,2020-03-01 11:03:30,Bermanfaat sekali...dokter mengobati harus jg dg empati.. Sukses terus
ZULMAN MURAHADY Alif,4,2020-03-01 10:07:11,Sangat membantu tingkat kan terus pelayanan nya
tripurna saputra,5,2020-03-01 09:11:55,"Cepat terhubung, dan cepat di bls pertnyan kita"
Ayunda Rahmani Khoirunnissa,4,2020-03-01 07:10:09,Aplikasi sangat membantu saat hujan deras & malas menyetir keluar. Harga juga terjangkau bila dibandingkan dengan aplikasi sejenis.
k!y4_ 474,4,2020-03-01 05:36:46,aplikasi yang bagus dan sangat membantu.
Annisa Natasha,5,2020-03-01 04:15:09,Semakin mudah tidak usah jauh jauh ke dokter .. semua ada di genggaman . Terimakasih halodoc
Rosalia Astari,5,2020-03-01 04:08:15,"Membantu, khususnya untuk yg urgent dan blm.bs ketemu dr.spesialis,, smg bermanfaat dan tingkatkan terus pelayanan nya,"
Lorentin Irene,5,2020-03-01 00:00:35,Praktis dan sangat berguna. Terimakasih.
ewes ewes official,5,2020-02-29 23:55:10,Membantu sekali ini app tingkat kan terus terimakasih
Muhammad fajar Samsul bahri,5,2020-02-29 22:18:51,"Sangat amat membantu sekali aplikasi ini, disaat sakit dimanapun dan kapanpun selalu ada dokter yang bisa membantu memberi saran untuk sakit yang saya derita"
ayyah mustopa st,5,2020-02-29 19:26:09,Cukup puas respon dokter cepat dan ramah
Eva Pardiana,5,2020-02-29 18:43:36,"Dokternya ramah banget. Penjelasan diagnosa penyakit sampai petunjuk penggunaan obat detail sekali. Alhamdulillah ada aplikasi yang sangat membantu seperti ini. Terimakasih, Halodoc!"
Thamrin Syam,5,2020-02-29 16:50:59,"Bintang 5, layanan sangat membantu daripada keliling cari diapotik. Konsul dokternya juga OK. Top markotop, rugi kalau belum kenal dan pakai."
Dhea Shaliha,5,2020-02-29 16:41:56,"Rekomended banget buat ibu-ibu harus banget ada aplikasi ini di hp nya,karena pelayanannya fastrespon 24 jam,dan dokternya ramah.. untuk harga juga sangat terjangkau."
Mifta94 Taul,5,2020-02-29 16:37:11,Sangat cepat tanggapan nya .. Thank you halodoc
Ramdhan Gunawan,5,2020-02-29 16:08:16,"Lumayan lah, tapi waktu untuk yang free kalo bisa ditambahkan mending tambahin, kalo bisa gausah pake waktu .."
Dena Abdina,3,2020-02-29 15:08:50,Alhamdulillah membantu sekali namun saran untuk ad dokter yg selalu free tiap hari nya. Trms semoga makin baik dan saran di dgr kan
Azizah Noersty,5,2020-02-29 14:09:53,"terimakasih sangat membantu, semoga berkah dan bisa membantu lebih banyak kalangan terutama menengah bawah"
Putri Rani,2,2020-02-29 14:05:55,Pertama make aplikasi ini dpt respon yg baik dan cepat
Ratih Meilani,5,2020-02-29 14:03:22,"Waktu itu saya pusing ,muntah,dan bingung mau ke rumah sakit ga ada yang antar terus coba pake halodoc ,dokter nya bener bener ramah cepat ngejawab nya dan di kasih obat kurir nya juga cepet nyampe dalam waktu dua hari saya sembuh terimakasih halodoc"
Suci Fitriyani official,5,2020-02-29 13:27:21,"Terimakasih halodoc.. Aplikasinya membantu sekali, dokternya juga ramah😊"
Indah Frizzy,5,2020-02-29 10:53:15,Sangat mudah berkonsultasi tanpa harus kluar rumah... Is good.i like
imelia muhdarika,3,2020-02-29 10:05:42,"Menurut saya sedikit membantu menjawab rsa penasaran orang , bagus applikasi nya"
Agustin Lasta,1,2020-02-29 09:36:49,Aplikasi jualannya ga update. Barang di display kelihatannya ready stock tp begitu check out semua tidak tersedia. Harusnya di display dikasih keterangan klo barang habis atau klo barang habis ga usah ditampilkan di display
Muhammed Farhan,5,2020-02-29 09:28:34,"Sangat membantu sekali bagi saya yang diam di rumah untuk berkonsultasi dengan dokter dimanapun kapanpun perihal keluhan yang dialami, aplikasi ini membuat pelayanan kesehatan dapat dijangkau semua orang hanya dengan gadget mereka masing-masing. tingkatkan terus pelayanan kesehatan dan semoga aplikasi ini dapat membantu banyak orang."
Icha Yunita,5,2020-02-29 08:18:40,Sangat membantu dan penjelasannya pun jelas banget
Vera Malik,5,2020-02-29 05:56:31,Sangat membantu dengan adanya halodoc.. Terima kasih banyak dokter widia (dok umum) dan terima kasih dok andri (dok spesialis saraf) cara penyampaian dan informasinya sangat sangat jelas dan mudah dipahami.. Sukses selalu buat kalian
Dewi Larasati,5,2020-02-29 05:13:15,"Dokter baik dan Ramah semua,juga banyak mengulas informasi penting seputar kesehatan"
rizqi putri,5,2020-02-29 04:56:01,"Suka banget, alhamdulillah pas hr ni baru nyoba ni aplikasi memuaskan bgt dech, makasih ya halodoc 👍😉"
Murni Afsah,5,2020-02-29 04:14:28,Halodoc memang ok. Cepat memberi tangapan setiap pertanyaan dan memberi solusi tepat dalam setiap masalah kesehatan..
Santi Romayanti,5,2020-02-29 03:52:37,Sangat terbantu untuk kesehatan keluarga
Cintia Juwita Sari,5,2020-02-29 02:41:00,Disaat butuh obat tapi obatnya susah dicari di apotek terdekat dan ternyata di halodoc bisa dgn mudah belinya dan cepet bgt sampenya. Maasyaa Allah.. terima kasih udah buat aplikasi ini. 🙏🏻🙏🏻
Neri Ney,5,2020-02-29 00:49:32,Dokternya ramah cepat dan tanggap..good job
Aam Komallasarry,5,2020-02-28 17:50:49,Hebaaat udah tengah malem masih bisa konsultasi jadi bisa sedikit lebih tenang thanks halodoc
Robi Saripudin,5,2020-02-28 17:22:51,Sangat membantu ketika kebingungan tengah malam
Ambarsari Hasnaa NA,5,2020-02-28 15:29:33,Memberikan informasi secara tidak langsung melalui dokter yang sudah berpengalaman
nur ainun jariyah,5,2020-02-28 11:48:15,"Mempermudah pasien untuk mendapatkan obat, tidak perlu antri lama"
Tri Anto,4,2020-02-28 07:38:15,Aplikasi ini sangat membantu.. tp promonya begtu cepat saya baru coba chat dengan dokternya ehh sudah habis waktunya
Makmun Bilambika,5,2020-02-28 06:17:19,"Saya Makmun Bilambika dari Hulu Sungai Utara, Kalsel.. Mengenai Apk ini Sangat membantu sekali dalam kehidupan saya.. mudah penggunaannya dan cepat responnya dari Dokter ahlinya.. jempol seratuuss.."
Irwan Agc,1,2020-02-28 06:10:23,"Maaf y aku ngak suka dengan aplikasi ini.aku mau chat dengan dokter eh malah error loading messenge terus aku mau chat lagi gitu2 terus malah cheat gratisnya malah hilang karna itu,jaringannya udah lancar juga.auto unistal aja."
Ririn Hanifah,5,2020-02-28 04:08:24,"Sangat membantu dan Mempermudah dalam mncari obat, g perlu keliling apotik. Terkadang kita sdh keliling apotik, obat yg d cari malah g ada🤗🤗"
Etata Puspita,5,2020-02-28 03:02:34,Sangat membantu. Harga murah. Dokter yang ada sangat informatif. Tidak perlu antri lagi untuk konsul ke klinik.. Terimakasih sdh menyediakan aplikasi yang sangat berguna.. Recomended!!
Dian Mustika,5,2020-02-28 02:39:09,Mantap dan cepat tanggap
Eddy Sulistiyono,1,2020-02-28 01:16:23,"Kenapa setelah install ,mau isi data ga bisa terus ,ga merespon..."
Moel Yatie,5,2020-02-28 00:49:52,"Bagus cuma orderan, mental jauh... jd agak nunggu lama"
Ima Alisya,3,2020-02-27 23:04:02,"Kenapa punya saya macet yah padahal udah saya update tetap gg bsa sampai saya uninstal trus instal berkali-kali tetap tidak bisa, masukin no telp aja gg bsa gerak sama sekali"
Mareta Dewi,5,2020-02-27 15:10:07,"aplikasi ini sangat membantu sekali, bisa konsul dokter tanpa harus ke tempat prakteknya, dokternya ramah, dan informatif sekali."
Budiariani,5,2020-02-27 14:42:01,Saya baru coba untuk apk ini. Dan responnya bagus. Kalau untuk selanjutnya harus berbayarpun tidak apa apa. Karna sangat cocok untuk saya yg tidak tahu benar mengenai sakit dan obat. Tapi kalau berbayar apa diberi batasan untuk chat dengan dr.nya? Apa bisa terus menerus bisa cht dengan dokternya jika berbayar atau hanya sekali tanya saja? Mohon dijawab. Thx
Ega,4,2020-02-27 14:22:52,"Pertama kali nyoba aplikasi ini, karna suami lagi engga bisa kemana2 karna badan panas & uda malem juga ditambah stok obat pd abis..akhirnya mau engga mau pesen disini & bener2 ngebantu banget tp yg disayangkan pilihan apotiknya hanya century (yg aku tau) & utk pengambilan obatnya juga lumayan jauh dr rumah...kalo bisa kasih saran, utk apotiknya tambah juga kaya apotik K-24 & apotik kimia farma.thx"
zilvana letisya christi,3,2020-02-27 13:42:57,"Halo doc, sangat membantu, cepat menanggapi dan . Langsung lengkap di beri resep obat nya."
Bud Trickerz,3,2020-02-27 13:15:31,"Kirain ngobrolnya gratis ehhh...ternyata bayar, percuma nginstall apk ini !!!"
Ari Mardhika,5,2020-02-27 13:01:32,"Bagus, mudah, dan langsung dapag resep obatnya"
Tesya Puspita,5,2020-02-27 12:12:25,Sangat membantu...tidak perlu kerumah sakit utk konsultasi...
Jansen Simbolon,5,2020-02-27 12:04:20,"Sangat sangat sangat hemat drpd konsultasi langsung ke praktek,mohon bt para dokter kalo praktek biaya konsultasi nya jgn mahal2,krn negara kita pendapatan penduduknya perkapita nya masih rendah..jdnya enggan untuk konsultasi krn biaya konsultasi udah aama dgn beli beras untuk sebulan,sekali lagi terima kasih halo doc"
Rina Yuliawati,5,2020-02-27 11:19:03,"The best lah... Beli obat jd mudah, layanan ramah dan memuaskan"
Haning Tri Widiastuti,5,2020-02-27 11:12:18,Lebih menyenangkan konsultasi disini dibanding app sebelah. Lbh berasa kaya dtg ke dokternya langsung
Setyowati BLBJ,5,2020-02-27 10:43:00,"Trimaksih , sesi ini sangat membantu sekali terutama unt konsultasi kesehatan , karena biasanya org klo sdh sakit baru ke dokter , itupun bingung harus ke dokter bagian apa ,, Dengan konsultasi disini bisa terbantu Trimaksih halodoc"
Yaaa Marta,5,2020-02-27 08:47:36,Respon dokter nya baik banget dan cepet🙏 terima kasih banyakk🙏
Grammy nosa Atmaja,5,2020-02-27 07:23:35,Sangat mudah dan gampang sekarang ..bermanfaat sekali ...dan efisirn waktu tanpa harus mengantri dirumah sakit
Meni Lestari,5,2020-02-27 05:39:52,"Sangat membantu, pengiriman cpt,respon cpt, apalagi kalau ad voucher, diskon dan gratis ongkirnya tambah suka"
deni pramasandi,5,2020-02-27 05:04:20,"terobosan baru di dunia pengobatan,, semoga terus baik lagi. makasih semua untuk para dokter."
Achmad Fauzi,5,2020-02-27 03:16:13,Sangat membantu di kala ada kendala waktu bisa konsultasi lewat hp Terimakasih
Hana Arsenja,3,2020-02-27 00:43:48,"Aplikasi Halodoc menyediakan asuransi kesehatan ya ? Aku memang baru2 ini pake aplikasi Halodoc, terus tadi tiba2 ada yang telpon menawarkan asuransi kesehatan katanya dari Hallodoc. Mohon jawabannya .. Aku kasih bintang 3 dulu"
Tan Suharto,5,2020-02-26 15:50:24,Sangat puas dg penjelasan dan dokternya sangat ramah.
likeu TV,5,2020-02-26 13:52:22,"Aplikasi halodoc bisa menjawab bbrapa kali pertanyaan, dan dokterny baik"
Listia Ningrum,5,2020-02-26 12:54:16,Fasilitas sangat memudahkan
